"cond","SID","survey_name","item","value"
"self","s208","sharing_narrow","1_sharing_narrow","85"
"other","s210","sharing_narrow","1_sharing_narrow","72"
"self","s211","sharing_narrow","1_sharing_narrow","0"
"self","s212","sharing_narrow","1_sharing_narrow","33"
"other","s214","sharing_narrow","1_sharing_narrow","83"
"other","s215","sharing_narrow","1_sharing_narrow","52"
"other","s216","sharing_narrow","1_sharing_narrow","33"
"self","s217","sharing_narrow","1_sharing_narrow","4"
"other","s218","sharing_narrow","1_sharing_narrow","40"
"self","s219","sharing_narrow","1_sharing_narrow","1"
"other","s222","sharing_narrow","1_sharing_narrow","51"
"self","s223","sharing_narrow","1_sharing_narrow","66"
"self","s224","sharing_narrow","1_sharing_narrow","0"
"other","s227","sharing_narrow","1_sharing_narrow","95"
"self","s230","sharing_narrow","1_sharing_narrow","15"
"self","s234","sharing_narrow","1_sharing_narrow","50"
"other","s235","sharing_narrow","1_sharing_narrow","80"
"other","s236","sharing_narrow","1_sharing_narrow","71"
"self","s237","sharing_narrow","1_sharing_narrow","61"
"self","s242","sharing_narrow","1_sharing_narrow","82"
"self","s243","sharing_narrow","1_sharing_narrow","70"
"other","s246","sharing_narrow","1_sharing_narrow","3"
"self","s248","sharing_narrow","1_sharing_narrow","81"
"other","s249","sharing_narrow","1_sharing_narrow","77"
"self","s250","sharing_narrow","1_sharing_narrow","100"
"other","s251","sharing_narrow","1_sharing_narrow","0"
"other","s255","sharing_narrow","1_sharing_narrow","0"
"other","s257","sharing_narrow","1_sharing_narrow","50"
"self","s258","sharing_narrow","1_sharing_narrow","99"
"other","s259","sharing_narrow","1_sharing_narrow","58"
"self","s260","sharing_narrow","1_sharing_narrow","7"
"other","s261","sharing_narrow","1_sharing_narrow","47"
"self","s262","sharing_narrow","1_sharing_narrow","88"
"other","s265","sharing_narrow","1_sharing_narrow","66"
"self","s268","sharing_narrow","1_sharing_narrow","100"
"other","s270","sharing_narrow","1_sharing_narrow","86"
"self","s273","sharing_narrow","1_sharing_narrow","26"
"other","s274","sharing_narrow","1_sharing_narrow","74"
"other","s275","sharing_narrow","1_sharing_narrow","21"
"self","s276","sharing_narrow","1_sharing_narrow","97"
"self","s277","sharing_narrow","1_sharing_narrow","100"
"self","s278","sharing_narrow","1_sharing_narrow","100"
"other","s279","sharing_narrow","1_sharing_narrow","62"
"self","s280","sharing_narrow","1_sharing_narrow","38"
"self","s281","sharing_narrow","1_sharing_narrow","18"
"other","s283","sharing_narrow","1_sharing_narrow","44"
"self","s287","sharing_narrow","1_sharing_narrow","4"
"self","s288","sharing_narrow","1_sharing_narrow","1"
"other","s292","sharing_narrow","1_sharing_narrow","10"
"other","s294","sharing_narrow","1_sharing_narrow","99"
"other","s295","sharing_narrow","1_sharing_narrow","17"
"self","s297","sharing_narrow","1_sharing_narrow","63"
"other","s299","sharing_narrow","1_sharing_narrow","0"
"other","s300","sharing_narrow","1_sharing_narrow","100"
"self","s301","sharing_narrow","1_sharing_narrow","1"
"other","s303","sharing_narrow","1_sharing_narrow","67"
"self","s305","sharing_narrow","1_sharing_narrow","58"
"other","s307","sharing_narrow","1_sharing_narrow","46"
"self","s308","sharing_narrow","1_sharing_narrow","51"
"self","s311","sharing_narrow","1_sharing_narrow","69"
"self","s313","sharing_narrow","1_sharing_narrow","3"
"self","s314","sharing_narrow","1_sharing_narrow","35"
"other","s316","sharing_narrow","1_sharing_narrow","35"
"self","s318","sharing_narrow","1_sharing_narrow","0"
"self","s319","sharing_narrow","1_sharing_narrow","87"
"self","s320","sharing_narrow","1_sharing_narrow","73"
"self","s321","sharing_narrow","1_sharing_narrow","82"
"other","s322","sharing_narrow","1_sharing_narrow","0"
"self","s324","sharing_narrow","1_sharing_narrow","1"
"other","s326","sharing_narrow","1_sharing_narrow","100"
"other","s327","sharing_narrow","1_sharing_narrow","82"
"other","s328","sharing_narrow","1_sharing_narrow","72"
"other","s329","sharing_narrow","1_sharing_narrow","100"
"self","s330","sharing_narrow","1_sharing_narrow","85"
"self","s331","sharing_narrow","1_sharing_narrow","66"
"other","s335","sharing_narrow","1_sharing_narrow","32"
"self","s337","sharing_narrow","1_sharing_narrow","0"
"other","s338","sharing_narrow","1_sharing_narrow","66"
"other","s344","sharing_narrow","1_sharing_narrow","65"
"self","s345","sharing_narrow","1_sharing_narrow","14"
"other","s348","sharing_narrow","1_sharing_narrow","78"
"other","s349","sharing_narrow","1_sharing_narrow","74"
"other","s352","sharing_narrow","1_sharing_narrow","88"
"other","s353","sharing_narrow","1_sharing_narrow","61"
"self","s358","sharing_narrow","1_sharing_narrow","80"
"self","s360","sharing_narrow","1_sharing_narrow","88"
"other","s361","sharing_narrow","1_sharing_narrow","0"
"other","s363","sharing_narrow","1_sharing_narrow","3"
"other","s364","sharing_narrow","1_sharing_narrow","44"
"self","s368","sharing_narrow","1_sharing_narrow","67"
"self","s371","sharing_narrow","1_sharing_narrow","0"
"other","s372","sharing_narrow","1_sharing_narrow","69"
"self","s373","sharing_narrow","1_sharing_narrow","52"
"self","s375","sharing_narrow","1_sharing_narrow","45"
"other","s380","sharing_narrow","1_sharing_narrow","4"
"other","s386","sharing_narrow","1_sharing_narrow","72"
"self","s387","sharing_narrow","1_sharing_narrow","11"
"other","s390","sharing_narrow","1_sharing_narrow","97"
"self","s394","sharing_narrow","1_sharing_narrow","63"
"other","s395","sharing_narrow","1_sharing_narrow","61"
"other","s396","sharing_narrow","1_sharing_narrow","100"
"other","s399","sharing_narrow","1_sharing_narrow","72"
"other","s400","sharing_narrow","1_sharing_narrow","92"
"self","s401","sharing_narrow","1_sharing_narrow","95"
"self","s402","sharing_narrow","1_sharing_narrow","84"
"other","s403","sharing_narrow","1_sharing_narrow","0"
"other","s406","sharing_narrow","1_sharing_narrow","30"
"self","s411","sharing_narrow","1_sharing_narrow","44"
"self","s412","sharing_narrow","1_sharing_narrow","60"
"self","s414","sharing_narrow","1_sharing_narrow","52"
"self","s415","sharing_narrow","1_sharing_narrow","37"
"self","s418","sharing_narrow","1_sharing_narrow","72"
"self","s419","sharing_narrow","1_sharing_narrow","19"
"other","s420","sharing_narrow","1_sharing_narrow","89"
"self","s421","sharing_narrow","1_sharing_narrow","64"
"self","s422","sharing_narrow","1_sharing_narrow","0"
"other","s423","sharing_narrow","1_sharing_narrow","24"
"self","s425","sharing_narrow","1_sharing_narrow","70"
"self","s432","sharing_narrow","1_sharing_narrow","19"
"self","s434","sharing_narrow","1_sharing_narrow","26"
"other","s435","sharing_narrow","1_sharing_narrow","84"
"other","s436","sharing_narrow","1_sharing_narrow","68"
"self","s437","sharing_narrow","1_sharing_narrow","52"
"self","s439","sharing_narrow","1_sharing_narrow","59"
"other","s442","sharing_narrow","1_sharing_narrow","66"
"self","s444","sharing_narrow","1_sharing_narrow","94"
"self","s445","sharing_narrow","1_sharing_narrow","77"
"self","s446","sharing_narrow","1_sharing_narrow","52"
"other","s448","sharing_narrow","1_sharing_narrow","71"
"self","s449","sharing_narrow","1_sharing_narrow","81"
"self","s450","sharing_narrow","1_sharing_narrow","0"
"other","s453","sharing_narrow","1_sharing_narrow","72"
"other","s454","sharing_narrow","1_sharing_narrow","11"
"self","s456","sharing_narrow","1_sharing_narrow","81"
"self","s457","sharing_narrow","1_sharing_narrow","25"
"other","s460","sharing_narrow","1_sharing_narrow","7"
"other","s462","sharing_narrow","1_sharing_narrow","0"
"other","s463","sharing_narrow","1_sharing_narrow","51"
"other","s466","sharing_narrow","1_sharing_narrow","55"
"other","s467","sharing_narrow","1_sharing_narrow","76"
"other","s470","sharing_narrow","1_sharing_narrow","12"
"self","s471","sharing_narrow","1_sharing_narrow","55"
"other","s473","sharing_narrow","1_sharing_narrow","63"
"self","s475","sharing_narrow","1_sharing_narrow","90"
"self","s478","sharing_narrow","1_sharing_narrow","100"
"other","s479","sharing_narrow","1_sharing_narrow","47"
"self","s481","sharing_narrow","1_sharing_narrow","67"
"self","s482","sharing_narrow","1_sharing_narrow","100"
"self","s483","sharing_narrow","1_sharing_narrow","100"
"other","s485","sharing_narrow","1_sharing_narrow","13"
"self","s487","sharing_narrow","1_sharing_narrow","75"
"other","s488","sharing_narrow","1_sharing_narrow","38"
"self","s490","sharing_narrow","1_sharing_narrow","18"
"other","s492","sharing_narrow","1_sharing_narrow","0"
"self","s493","sharing_narrow","1_sharing_narrow","74"
"other","s494","sharing_narrow","1_sharing_narrow","80"
"other","s495","sharing_narrow","1_sharing_narrow","100"
"self","s496","sharing_narrow","1_sharing_narrow","32"
"other","s497","sharing_narrow","1_sharing_narrow","14"
"other","s498","sharing_narrow","1_sharing_narrow","63"
"self","s499","sharing_narrow","1_sharing_narrow","30"
"other","s502","sharing_narrow","1_sharing_narrow","78"
"self","s504","sharing_narrow","1_sharing_narrow","95"
"other","s505","sharing_narrow","1_sharing_narrow","80"
"other","s506","sharing_narrow","1_sharing_narrow","59"
"self","s507","sharing_narrow","1_sharing_narrow","56"
"self","s512","sharing_narrow","1_sharing_narrow","0"
"other","s513","sharing_narrow","1_sharing_narrow","74"
"self","s514","sharing_narrow","1_sharing_narrow","1"
"self","s515","sharing_narrow","1_sharing_narrow","100"
"other","s516","sharing_narrow","1_sharing_narrow","64"
"other","s517","sharing_narrow","1_sharing_narrow","64"
"self","s520","sharing_narrow","1_sharing_narrow","0"
"self","s522","sharing_narrow","1_sharing_narrow","96"
"self","s526","sharing_narrow","1_sharing_narrow","61"
"self","s527","sharing_narrow","1_sharing_narrow","17"
"other","s529","sharing_narrow","1_sharing_narrow","61"
"self","s530","sharing_narrow","1_sharing_narrow","79"
"other","s531","sharing_narrow","1_sharing_narrow","80"
"self","s532","sharing_narrow","1_sharing_narrow","59"
"other","s533","sharing_narrow","1_sharing_narrow","50"
"self","s535","sharing_narrow","1_sharing_narrow","70"
"self","s537","sharing_narrow","1_sharing_narrow","51"
"self","s538","sharing_narrow","1_sharing_narrow","84"
"other","s540","sharing_narrow","1_sharing_narrow","58"
"other","s541","sharing_narrow","1_sharing_narrow","0"
"self","s543","sharing_narrow","1_sharing_narrow","6"
"self","s544","sharing_narrow","1_sharing_narrow","96"
"other","s545","sharing_narrow","1_sharing_narrow","72"
"other","s546","sharing_narrow","1_sharing_narrow","0"
"other","s547","sharing_narrow","1_sharing_narrow","16"
"other","s548","sharing_narrow","1_sharing_narrow","71"
"other","s551","sharing_narrow","1_sharing_narrow","63"
"other","s552","sharing_narrow","1_sharing_narrow","8"
"other","s553","sharing_narrow","1_sharing_narrow","6"
"other","s554","sharing_narrow","1_sharing_narrow","100"
"self","s555","sharing_narrow","1_sharing_narrow","62"
"other","s558","sharing_narrow","1_sharing_narrow","0"
"other","s559","sharing_narrow","1_sharing_narrow","35"
"self","s561","sharing_narrow","1_sharing_narrow","51"
"other","s563","sharing_narrow","1_sharing_narrow","17"
"other","s567","sharing_narrow","1_sharing_narrow","60"
"self","s568","sharing_narrow","1_sharing_narrow","99"
"other","s570","sharing_narrow","1_sharing_narrow","0"
"other","s571","sharing_narrow","1_sharing_narrow","27"
"self","s572","sharing_narrow","1_sharing_narrow","10"
"other","s574","sharing_narrow","1_sharing_narrow","0"
"other","s575","sharing_narrow","1_sharing_narrow","100"
"self","s576","sharing_narrow","1_sharing_narrow","9"
"self","s577","sharing_narrow","1_sharing_narrow","42"
"other","s578","sharing_narrow","1_sharing_narrow","50"
"other","s581","sharing_narrow","1_sharing_narrow","59"
"other","s582","sharing_narrow","1_sharing_narrow","78"
"self","s583","sharing_narrow","1_sharing_narrow","90"
"self","s584","sharing_narrow","1_sharing_narrow","43"
"self","s587","sharing_narrow","1_sharing_narrow","0"
"self","s588","sharing_narrow","1_sharing_narrow","100"
"self","s589","sharing_narrow","1_sharing_narrow","71"
"other","s592","sharing_narrow","1_sharing_narrow","3"
"other","s593","sharing_narrow","1_sharing_narrow","100"
"other","s594","sharing_narrow","1_sharing_narrow","71"
"self","s595","sharing_narrow","1_sharing_narrow","82"
"other","s598","sharing_narrow","1_sharing_narrow","74"
"other","s599","sharing_narrow","1_sharing_narrow","74"
"self","s600","sharing_narrow","1_sharing_narrow","68"
"other","s602","sharing_narrow","1_sharing_narrow","93"
"other","s606","sharing_narrow","1_sharing_narrow","81"
"self","s608","sharing_narrow","1_sharing_narrow","0"
"other","s610","sharing_narrow","1_sharing_narrow","66"
"other","s613","sharing_narrow","1_sharing_narrow","1"
"self","s615","sharing_narrow","1_sharing_narrow","77"
"self","s616","sharing_narrow","1_sharing_narrow","93"
"other","s618","sharing_narrow","1_sharing_narrow","26"
"self","s619","sharing_narrow","1_sharing_narrow","88"
"self","s620","sharing_narrow","1_sharing_narrow","100"
"self","s621","sharing_narrow","1_sharing_narrow","0"
"self","s622","sharing_narrow","1_sharing_narrow","82"
"other","s623","sharing_narrow","1_sharing_narrow","89"
"self","s624","sharing_narrow","1_sharing_narrow","89"
"other","s626","sharing_narrow","1_sharing_narrow","77"
"other","s627","sharing_narrow","1_sharing_narrow","0"
"self","s628","sharing_narrow","1_sharing_narrow","100"
"self","s629","sharing_narrow","1_sharing_narrow","100"
"self","s630","sharing_narrow","1_sharing_narrow","100"
"other","s631","sharing_narrow","1_sharing_narrow","75"
"other","s634","sharing_narrow","1_sharing_narrow","0"
"self","s635","sharing_narrow","1_sharing_narrow","67"
"self","s636","sharing_narrow","1_sharing_narrow","74"
"self","s638","sharing_narrow","1_sharing_narrow","7"
"other","s639","sharing_narrow","1_sharing_narrow","52"
"self","s640","sharing_narrow","1_sharing_narrow","87"
"self","s001","relevance_self","1_relevance_self","91"
"self","s002","relevance_self","1_relevance_self","37"
"other","s003","relevance_self","1_relevance_self","7"
"other","s004","relevance_self","1_relevance_self","1"
"other","s005","relevance_self","1_relevance_self","90"
"other","s008","relevance_self","1_relevance_self","44"
"self","s009","relevance_self","1_relevance_self","79"
"other","s010","relevance_self","1_relevance_self","0"
"other","s012","relevance_self","1_relevance_self","6"
"self","s014","relevance_self","1_relevance_self","64"
"other","s015","relevance_self","1_relevance_self","88"
"other","s017","relevance_self","1_relevance_self","20"
"other","s018","relevance_self","1_relevance_self","65"
"self","s019","relevance_self","1_relevance_self","47"
"self","s020","relevance_self","1_relevance_self","54"
"self","s021","relevance_self","1_relevance_self","8"
"other","s024","relevance_self","1_relevance_self","23"
"other","s025","relevance_self","1_relevance_self","82"
"other","s028","relevance_self","1_relevance_self","86"
"self","s030","relevance_self","1_relevance_self","61"
"other","s031","relevance_self","1_relevance_self","85"
"self","s032","relevance_self","1_relevance_self","2"
"self","s036","relevance_self","1_relevance_self","8"
"other","s037","relevance_self","1_relevance_self","72"
"other","s038","relevance_self","1_relevance_self","17"
"self","s040","relevance_self","1_relevance_self","78"
"other","s041","relevance_self","1_relevance_self","88"
"other","s042","relevance_self","1_relevance_self","97"
"self","s043","relevance_self","1_relevance_self","1"
"other","s045","relevance_self","1_relevance_self","0"
"self","s046","relevance_self","1_relevance_self","54"
"self","s048","relevance_self","1_relevance_self","64"
"other","s049","relevance_self","1_relevance_self","56"
"self","s051","relevance_self","1_relevance_self","77"
